SECT,CLASS,COU,YEA,STRI
DS,STRI,CZE,2024,0.13032285869121552
ASBRD,Restrictions on foreign entry,CZE,2024,0.07529734075069427
ASBRD,Restrictions to movement of people,CZE,2024,0.008984341286122799
ASBRD,Other discriminatory measures,CZE,2024,0.019851116463541985
ASBRD,Barriers to competition,CZE,2024,0.024642765522003174
ASBRD,Regulatory transparency,CZE,2024,0.029519978910684586
ASBRD,STRI,CZE,2024,0.15829554200172424
ASMOT,Restrictions on foreign entry,CZE,2024,0.013903847895562649
ASMOT,Restrictions to movement of people,CZE,2024,0.016743365675210953
ASMOT,Other discriminatory measures,CZE,2024,0.02643689513206482
ASMOT,Barriers to competition,CZE,2024,0.010183099657297134
ASMOT,Regulatory transparency,CZE,2024,0.022324487566947937
ASMOT,STRI,CZE,2024,0.08959169685840607
ASSOU,Restrictions on foreign entry,CZE,2024,0.012638751417398453
ASSOU,Restrictions to movement of people,CZE,2024,0.02736564539372921
ASSOU,Other discriminatory measures,CZE,2024,0.03516869992017746
ASSOU,Barriers to competition,CZE,2024,0.013188262470066547
ASSOU,Regulatory transparency,CZE,2024,0.018023958429694176
ASSOU,STRI,CZE,2024,0.10638532042503357
FSBNK,Restrictions on foreign entry,CZE,2024,0.04536082595586777
FSBNK,Restrictions to movement of people,CZE,2024,0.01855670101940632
FSBNK,Other discriminatory measures,CZE,2024,0.009621992707252502
FSBNK,Barriers to competition,CZE,2024,0.009621992707252502
FSBNK,Regulatory transparency,CZE,2024,0.005498281680047512
FSBNK,STRI,CZE,2024,0.08865979313850403
FSINS,Restrictions on foreign entry,CZE,2024,0.07298754900693893
FSINS,Restrictions to movement of people,CZE,2024,0.010786834172904491
FSINS,Other discriminatory measures,CZE,2024,0.008694994496181607
FSINS,Barriers to competition,CZE,2024,0.0
FSINS,Regulatory transparency,CZE,2024,0.005040576681494713
FSINS,STRI,CZE,2024,0.0975099503993988
TRAIR,Restrictions on foreign entry,CZE,2024,0.25253999046981335
TRAIR,Restrictions to movement of people,CZE,2024,0.01273310836404562
TRAIR,Other discriminatory measures,CZE,2024,0.014404329936951399
TRAIR,Barriers to competition,CZE,2024,0.11141470307484269
TRAIR,Regulatory transparency,CZE,2024,0.004748388659209013
TRAIR,STRI,CZE,2024,0.39584049582481384
TRROF,Restrictions on foreign entry,CZE,2024,0.013719907030463219
TRROF,Restrictions to movement of people,CZE,2024,0.026404347270727158
TRROF,Other discriminatory measures,CZE,2024,0.019932694733142853
TRROF,Barriers to competition,CZE,2024,0.038312193006277084
TRROF,Regulatory transparency,CZE,2024,0.03054620698094368
TRROF,STRI,CZE,2024,0.12891533970832825
TRRAI,Restrictions on foreign entry,CZE,2024,0.033537570387125015
TRRAI,Restrictions to movement of people,CZE,2024,0.02708803489804268
TRRAI,Other discriminatory measures,CZE,2024,0.012254111468791962
TRRAI,Barriers to competition,CZE,2024,0.06933247204869986
TRRAI,Regulatory transparency,CZE,2024,0.014511447865515947
TRRAI,STRI,CZE,2024,0.15672363340854645
CR,Restrictions on foreign entry,CZE,2024,0.01964186318218708
CR,Restrictions to movement of people,CZE,2024,0.014878710731863976
CR,Other discriminatory measures,CZE,2024,0.021278684958815575
CR,Barriers to competition,CZE,2024,0.03601008281111717
CR,Regulatory transparency,CZE,2024,0.004861361347138882
CR,STRI,CZE,2024,0.0966707095503807
LSCAR,Restrictions on foreign entry,CZE,2024,0.017734989523887634
LSCAR,Restrictions to movement of people,CZE,2024,0.03420319128781557
LSCAR,Other discriminatory measures,CZE,2024,0.02381555549800396
LSCAR,Barriers to competition,CZE,2024,0.009880922036245465
LSCAR,Regulatory transparency,CZE,2024,0.012667848728597164
LSCAR,STRI,CZE,2024,0.09830250591039658
LSSTG,Restrictions on foreign entry,CZE,2024,0.013993173837661743
LSSTG,Restrictions to movement of people,CZE,2024,0.024573379196226597
LSSTG,Other discriminatory measures,CZE,2024,0.014266211539506912
LSSTG,Barriers to competition,CZE,2024,0.017713310196995735
LSSTG,Regulatory transparency,CZE,2024,0.02262798696756363
LSSTG,STRI,CZE,2024,0.09317406266927719
LSFGT,Restrictions on foreign entry,CZE,2024,0.014545454643666744
LSFGT,Restrictions to movement of people,CZE,2024,0.036363635212183
LSFGT,Other discriminatory measures,CZE,2024,0.007272727321833372
LSFGT,Barriers to competition,CZE,2024,0.004848484881222248
LSFGT,Regulatory transparency,CZE,2024,0.02666666731238365
LSFGT,STRI,CZE,2024,0.0896969735622406
LSCUS,Restrictions on foreign entry,CZE,2024,0.036827195435762405
LSCUS,Restrictions to movement of people,CZE,2024,0.01274787588045001
LSCUS,Other discriminatory measures,CZE,2024,0.015580736100673676
LSCUS,Barriers to competition,CZE,2024,0.005429650656878948
LSCUS,Regulatory transparency,CZE,2024,0.02266288921236992
LSCUS,STRI,CZE,2024,0.09324833750724792
CS,Restrictions on foreign entry,DEU,2024,0.030840296298265457
CS,Restrictions to movement of people,DEU,2024,0.05841955542564392
CS,Other discriminatory measures,DEU,2024,0.012016141787171364
CS,Barriers to competition,DEU,2024,0.02947869338095188
CS,Regulatory transparency,DEU,2024,0.029407208785414696
CS,STRI,DEU,2024,0.16016188263893127
CO,Restrictions on foreign entry,DEU,2024,0.03540543280541897
CO,Restrictions to movement of people,DEU,2024,0.056567300111055374
CO,Other discriminatory measures,DEU,2024,0.018435241654515266
CO,Barriers to competition,DEU,2024,0.00909553375095129
CO,Regulatory transparency,DEU,2024,0.03357411548495293
CO,STRI,DEU,2024,0.153077632188797
PSLEG,Restrictions on foreign entry,DEU,2024,0.09513544104993343
PSLEG,Restrictions to movement of people,DEU,2024,0.06326740980148315
PSLEG,Other discriminatory measures,DEU,2024,0.0
PSLEG,Barriers to competition,DEU,2024,0.016496391966938972
PSLEG,Regulatory transparency,DEU,2024,0.01330958865582943
PSLEG,STRI,DEU,2024,0.18820883333683014
PSACC,Restrictions on foreign entry,DEU,2024,0.06267029978334904
PSACC,Restrictions to movement of people,DEU,2024,0.07387223839759827
PSACC,Other discriminatory measures,DEU,2024,0.011353314854204655
PSACC,Barriers to competition,DEU,2024,0.004541325848549604
PSACC,Regulatory transparency,DEU,2024,0.019679078832268715
PSACC,STRI,DEU,2024,0.1721162497997284
PSARC,Restrictions on foreign entry,DEU,2024,0.020790020003914833
PSARC,Restrictions to movement of people,DEU,2024,0.041580041870474815
PSARC,Other discriminatory measures,DEU,2024,0.014091013930737972
PSARC,Barriers to competition,DEU,2024,0.03326403256505728
PSARC,Regulatory transparency,DEU,2024,0.05082005262374878
PSARC,STRI,DEU,2024,0.16054517030715942
PSENG,Restrictions on foreign entry,DEU,2024,0.035843102261424065
PSENG,Restrictions to movement of people,DEU,2024,0.06142921280115843
PSENG,Other discriminatory measures,DEU,2024,0.008453561924397945
PSENG,Barriers to competition,DEU,2024,0.023669972084462643
PSENG,Regulatory transparency,DEU,2024,0.031559962779283524
PSENG,STRI,DEU,2024,0.16095580160617828
TC,Restrictions on foreign entry,DEU,2024,0.028802180662751198
TC,Restrictions to movement of people,DEU,2024,0.018001507967710495
TC,Other discriminatory measures,DEU,2024,0.028101822827011347
TC,Barriers to competition,DEU,2024,0.02866210788488388
TC,Regulatory transparency,DEU,2024,0.014986471273005009
TC,STRI,DEU,2024,0.11855409294366837
DS,Restrictions on foreign entry,DEU,2024,0.07572857290506363
DS,Restrictions to movement of people,DEU,2024,0.024165546521544456
DS,Other discriminatory measures,DEU,2024,0.006083634216338396
DS,Barriers to competition,DEU,2024,0.028952711261808872
DS,Regulatory transparency,DEU,2024,0.01565796509385109
DS,STRI,DEU,2024,0.15058843791484833
ASBRD,Restrictions on foreign entry,DEU,2024,0.09412167593836784
ASBRD,Restrictions to movement of people,DEU,2024,0.011979121714830399
ASBRD,Other discriminatory measures,DEU,2024,0.0
ASBRD,Barriers to competition,DEU,2024,0.024642765522003174
ASBRD,Regulatory transparency,DEU,2024,0.03935997188091278
ASBRD,STRI,DEU,2024,0.1701035350561142
ASMOT,Restrictions on foreign entry,DEU,2024,0.027807695791125298
ASMOT,Restrictions to movement of people,DEU,2024,0.022324487566947937
ASMOT,Other discriminatory measures,DEU,2024,0.02643689513206482
ASMOT,Barriers to competition,DEU,2024,0.015274649485945702
ASMOT,Regulatory transparency,DEU,2024,0.044648975133895874
ASMOT,STRI,DEU,2024,0.13649269938468933
ASSOU,Restrictions on foreign entry,DEU,2024,0.025277502834796906
ASSOU,Restrictions to movement of people,DEU,2024,0.03648752719163895
ASSOU,Other discriminatory measures,DEU,2024,0.01758434996008873
ASSOU,Barriers to competition,DEU,2024,0.006594131235033274
ASSOU,Regulatory transparency,DEU,2024,0.03604791685938835
ASSOU,STRI,DEU,2024,0.12199142575263977
FSBNK,Restrictions on foreign entry,DEU,2024,0.060481101274490356
FSBNK,Restrictions to movement of people,DEU,2024,0.02474226802587509
FSBNK,Other discriminatory measures,DEU,2024,0.004810996353626251
FSBNK,Barriers to competition,DEU,2024,0.03848797082901001
FSBNK,Regulatory transparency,DEU,2024,0.010996563360095024
FSBNK,STRI,DEU,2024,0.13951890170574188
FSINS,Restrictions on foreign entry,DEU,2024,0.07298754900693893
FSINS,Restrictions to movement of people,DEU,2024,0.013483542716130614
FSINS,Other discriminatory measures,DEU,2024,0.0028983314987272024
FSINS,Barriers to competition,DEU,2024,0.0
FSINS,Regulatory transparency,DEU,2024,0.015121730044484138
FSINS,STRI,DEU,2024,0.10449114441871643
TRAIR,Restrictions on foreign entry,DEU,2024,0.23025705013424158
TRAIR,Restrictions to movement of people,DEU,2024,0.016977477818727493
TRAIR,Other discriminatory measures,DEU,2024,0.004801443312317133
TRAIR,Barriers to competition,DEU,2024,0.11141470307484269
TRAIR,Regulatory transparency,DEU,2024,0.009496777318418026
TRAIR,STRI,DEU,2024,0.37294745445251465
TRMAR,Restrictions on foreign entry,DEU,2024,0.061337683349847794
TRMAR,Restrictions to movement of people,DEU,2024,0.05220228061079979
TRMAR,Other discriminatory measures,DEU,2024,0.018923329189419746
TRMAR,Barriers to competition,DEU,2024,0.022512234281748533
TRMAR,Regulatory transparency,DEU,2024,0.007177813909947872
TRMAR,STRI,DEU,2024,0.16215333342552185
TRROF,Restrictions on foreign entry,DEU,2024,0.041159721091389656
TRROF,Restrictions to movement of people,DEU,2024,0.03300543408840895
TRROF,Other discriminatory measures,DEU,2024,0.009966347366571426
TRROF,Barriers to competition,DEU,2024,0.057468289509415627
TRROF,Regulatory transparency,DEU,2024,0.06109241396188736
TRROF,STRI,DEU,2024,0.2026922106742859
TRRAI,Restrictions on foreign entry,DEU,2024,0.033537570387125015
TRRAI,Restrictions to movement of people,DEU,2024,0.03386004362255335
TRRAI,Other discriminatory measures,DEU,2024,0.006127055734395981
TRRAI,Barriers to competition,DEU,2024,0.08319896645843983
TRRAI,Regulatory transparency,DEU,2024,0.009674298577010632
TRRAI,STRI,DEU,2024,0.16639792919158936
CR,Restrictions on foreign entry,DEU,2024,0.03928372636437416
CR,Restrictions to movement of people,DEU,2024,0.019838280975818634
CR,Other discriminatory measures,DEU,2024,0.010639342479407787
CR,Barriers to competition,DEU,2024,0.018005041405558586
CR,Regulatory transparency,DEU,2024,0.014584084041416645
CR,STRI,DEU,2024,0.10235048085451126
LSCAR,Restrictions on foreign entry,DEU,2024,0.03546997904777527
LSCAR,Restrictions to movement of people,DEU,2024,0.04560425505042076
LSCAR,Other discriminatory measures,DEU,2024,0.01190777774900198
LSCAR,Barriers to competition,DEU,2024,0.016468203393742442
LSCAR,Regulatory transparency,DEU,2024,0.019001773092895746
LSCAR,STRI,DEU,2024,0.12845198810100555
LSSTG,Restrictions on foreign entry,DEU,2024,0.04197952151298523
LSSTG,Restrictions to movement of people,DEU,2024,0.032764505594968796
LSSTG,Other discriminatory measures,DEU,2024,0.007133105769753456
LSSTG,Barriers to competition,DEU,2024,0.026569965295493603
LSSTG,Regulatory transparency,DEU,2024,0.033941980451345444
LSSTG,STRI,DEU,2024,0.14238907396793365
LSFGT,Restrictions on foreign entry,DEU,2024,0.02909090928733349
LSFGT,Restrictions to movement of people,DEU,2024,0.04848484694957733
LSFGT,Other discriminatory measures,DEU,2024,0.003636363660916686
LSFGT,Barriers to competition,DEU,2024,0.009696969762444496
LSFGT,Regulatory transparency,DEU,2024,0.04000000096857548
LSFGT,STRI,DEU,2024,0.13090908527374268
LSCUS,Restrictions on foreign entry,DEU,2024,0.05524079315364361
LSCUS,Restrictions to movement of people,DEU,2024,0.016997167840600014
LSCUS,Other discriminatory measures,DEU,2024,0.007790368050336838
LSCUS,Barriers to competition,DEU,2024,0.005429650656878948
LSCUS,Regulatory transparency,DEU,2024,0.03399433381855488
LSCUS,STRI,DEU,2024,0.11945230513811111
CS,Restrictions on foreign entry,DNK,2024,0.030840296298265457
CS,Restrictions to movement of people,DNK,2024,0.08762933313846588
CS,Other discriminatory measures,DNK,2024,0.024032283574342728
CS,Barriers to competition,DNK,2024,0.01473934669047594
CS,Regulatory transparency,DNK,2024,0.029407208785414696
CS,STRI,DNK,2024,0.18664845824241638
CO,Restrictions on foreign entry,DNK,2024,0.011801810935139656
CO,Restrictions to movement of people,DNK,2024,0.11313460022211075
CO,Other discriminatory measures,DNK,2024,0.018435241654515266
CO,Barriers to competition,DNK,2024,0.00909553375095129
CO,Regulatory transparency,DNK,2024,0.03357411548495293
CO,STRI,DNK,2024,0.18604131042957306
PSLEG,Restrictions on foreign entry,DNK,2024,0.09513544104993343
PSLEG,Restrictions to movement of people,DNK,2024,0.09138625860214233
PSLEG,Other discriminatory measures,DNK,2024,0.006092417053878307
PSLEG,Barriers to competition,DNK,2024,0.01237229397520423
PSLEG,Regulatory transparency,DNK,2024,0.019964382983744144
PSLEG,STRI,DNK,2024,0.22495080530643463
PSACC,Restrictions on foreign entry,DNK,2024,0.07311534974724054
PSACC,Restrictions to movement of people,DNK,2024,0.10157432779669762
PSACC,Other discriminatory measures,DNK,2024,0.02270662970840931
PSACC,Barriers to competition,DNK,2024,0.004541325848549604
PSACC,Regulatory transparency,DNK,2024,0.029518618248403072
PSACC,STRI,DNK,2024,0.23145624995231628
PSARC,Restrictions on foreign entry,DNK,2024,0.010395010001957417
PSARC,Restrictions to movement of people,DNK,2024,0.04989605024456978
PSARC,Other discriminatory measures,DNK,2024,0.028182027861475945
PSARC,Barriers to competition,DNK,2024,0.011088010855019093
PSARC,Regulatory transparency,DNK,2024,0.05082005262374878
PSARC,STRI,DNK,2024,0.1503811478614807
PSENG,Restrictions on foreign entry,DNK,2024,0.011947700753808022
PSENG,Restrictions to movement of people,DNK,2024,0.07371505536139011
PSENG,Other discriminatory measures,DNK,2024,0.01690712384879589
PSENG,Barriers to competition,DNK,2024,0.007889990694820881
PSENG,Regulatory transparency,DNK,2024,0.031559962779283524
PSENG,STRI,DNK,2024,0.1420198380947113
TC,Restrictions on foreign entry,DNK,2024,0.028802180662751198
TC,Restrictions to movement of people,DNK,2024,0.027002261951565742
TC,Other discriminatory measures,DNK,2024,0.033722187392413616
TC,Barriers to competition,DNK,2024,0.01910807192325592
TC,Regulatory transparency,DNK,2024,0.014986471273005009
TC,STRI,DNK,2024,0.12362117320299149
DS,Restrictions on foreign entry,DNK,2024,0.02524285763502121
DS,Restrictions to movement of people,DNK,2024,0.036248319782316685
DS,Other discriminatory measures,DNK,2024,0.018250902649015188
DS,Barriers to competition,DNK,2024,0.028952711261808872
DS,Regulatory transparency,DNK,2024,0.01565796509385109
DS,STRI,DNK,2024,0.12435275316238403
ASBRD,Restrictions on foreign entry,DNK,2024,0.07529734075069427
ASBRD,Restrictions to movement of people,DNK,2024,0.017968682572245598
ASBRD,Other discriminatory measures,DNK,2024,0.014888337347656488
ASBRD,Barriers to competition,DNK,2024,0.024642765522003174
ASBRD,Regulatory transparency,DNK,2024,0.029519978910684586
ASBRD,STRI,DNK,2024,0.16231709718704224
ASMOT,Restrictions on foreign entry,DNK,2024,0.027807695791125298
ASMOT,Restrictions to movement of people,DNK,2024,0.033486731350421906
ASMOT,Other discriminatory measures,DNK,2024,0.02643689513206482
ASMOT,Barriers to competition,DNK,2024,0.005091549828648567
ASMOT,Regulatory transparency,DNK,2024,0.022324487566947937
ASMOT,STRI,DNK,2024,0.11514735966920853
ASSOU,Restrictions on foreign entry,DNK,2024,0.025277502834796906
ASSOU,Restrictions to movement of people,DNK,2024,0.05473129078745842
ASSOU,Other discriminatory measures,DNK,2024,0.05275304988026619
ASSOU,Barriers to competition,DNK,2024,0.006594131235033274
ASSOU,Regulatory transparency,DNK,2024,0.018023958429694176
ASSOU,STRI,DNK,2024,0.15737992525100708
FSBNK,Restrictions on foreign entry,DNK,2024,0.09072165191173553
FSBNK,Restrictions to movement of people,DNK,2024,0.03711340203881264
FSBNK,Other discriminatory measures,DNK,2024,0.009621992707252502
FSBNK,Barriers to competition,DNK,2024,0.03848797082901001
FSBNK,Regulatory transparency,DNK,2024,0.010996563360095024
FSBNK,STRI,DNK,2024,0.18694157898426056
FSINS,Restrictions on foreign entry,DNK,2024,0.1094813235104084
FSINS,Restrictions to movement of people,DNK,2024,0.01887695980258286
FSINS,Other discriminatory measures,DNK,2024,0.008694994496181607
FSINS,Barriers to competition,DNK,2024,0.010887645184993744
FSINS,Regulatory transparency,DNK,2024,0.010081153362989426
FSINS,STRI,DNK,2024,0.15802206099033356
TRAIR,Restrictions on foreign entry,DNK,2024,0.23025705013424158
TRAIR,Restrictions to movement of people,DNK,2024,0.02546621672809124
TRAIR,Other discriminatory measures,DNK,2024,0.014404329936951399
TRAIR,Barriers to competition,DNK,2024,0.10080377897247672
TRAIR,Regulatory transparency,DNK,2024,0.009496777318418026
TRAIR,STRI,DNK,2024,0.38042816519737244
TRMAR,Restrictions on foreign entry,DNK,2024,0.07667210418730974
TRMAR,Restrictions to movement of people,DNK,2024,0.09135399106889963
TRMAR,Other discriminatory measures,DNK,2024,0.02838499378412962
TRMAR,Barriers to competition,DNK,2024,0.03001631237566471
TRMAR,Regulatory transparency,DNK,2024,0.007177813909947872
TRMAR,STRI,DNK,2024,0.23360523581504822
TRROF,Restrictions on foreign entry,DNK,2024,0.041159721091389656
TRROF,Restrictions to movement of people,DNK,2024,0.046207607723772526
TRROF,Other discriminatory measures,DNK,2024,0.019932694733142853
TRROF,Barriers to competition,DNK,2024,0.057468289509415627
TRROF,Regulatory transparency,DNK,2024,0.06109241396188736
TRROF,STRI,DNK,2024,0.22586071491241455
TRRAI,Restrictions on foreign entry,DNK,2024,0.033537570387125015
TRRAI,Restrictions to movement of people,DNK,2024,0.04740406107157469
TRRAI,Other discriminatory measures,DNK,2024,0.012254111468791962
TRRAI,Barriers to competition,DNK,2024,0.06933247204869986
TRRAI,Regulatory transparency,DNK,2024,0.009674298577010632
TRRAI,STRI,DNK,2024,0.17220251262187958
CR,Restrictions on foreign entry,DNK,2024,0.01964186318218708
CR,Restrictions to movement of people,DNK,2024,0.02975742146372795
CR,Other discriminatory measures,DNK,2024,0.021278684958815575
CR,Barriers to competition,DNK,2024,0.045012603513896465
CR,Regulatory transparency,DNK,2024,0.019445445388555527
CR,STRI,DNK,2024,0.13513602316379547
LSCAR,Restrictions on foreign entry,DNK,2024,0.017734989523887634
LSCAR,Restrictions to movement of people,DNK,2024,0.06840638257563114
LSCAR,Other discriminatory measures,DNK,2024,0.02381555549800396
LSCAR,Barriers to competition,DNK,2024,0.006587281357496977
LSCAR,Regulatory transparency,DNK,2024,0.019001773092895746
LSCAR,STRI,DNK,2024,0.1355459839105606
LSSTG,Restrictions on foreign entry,DNK,2024,0.027986347675323486
LSSTG,Restrictions to movement of people,DNK,2024,0.049146758392453194
LSSTG,Other discriminatory measures,DNK,2024,0.014266211539506912
LSSTG,Barriers to competition,DNK,2024,0.026569965295493603
LSSTG,Regulatory transparency,DNK,2024,0.033941980451345444
LSSTG,STRI,DNK,2024,0.15191125869750977
LSFGT,Restrictions on foreign entry,DNK,2024,0.014545454643666744
LSFGT,Restrictions to movement of people,DNK,2024,0.072727270424366
LSFGT,Other discriminatory measures,DNK,2024,0.007272727321833372
LSFGT,Barriers to competition,DNK,2024,0.004848484881222248
LSFGT,Regulatory transparency,DNK,2024,0.04000000096857548
LSFGT,STRI,DNK,2024,0.13939394056797028
LSCUS,Restrictions on foreign entry,DNK,2024,0.05524079315364361
LSCUS,Restrictions to movement of people,DNK,2024,0.02549575176090002
LSCUS,Other discriminatory measures,DNK,2024,0.015580736100673676
LSCUS,Barriers to competition,DNK,2024,0.005429650656878948
LSCUS,Regulatory transparency,DNK,2024,0.03399433381855488
LSCUS,STRI,DNK,2024,0.13574126362800598
CS,Restrictions on foreign entry,ESP,2024,0.030840296298265457
CS,Restrictions to movement of people,ESP,2024,0.0
CS,Other discriminatory measures,ESP,2024,0.012016141787171364
CS,Barriers to competition,ESP,2024,0.01473934669047594
CS,Regulatory transparency,ESP,2024,0.029407208785414696
CS,STRI,ESP,2024,0.08700299263000488
CO,Restrictions on foreign entry,ESP,2024,0.023603621870279312
CO,Restrictions to movement of people,ESP,2024,0.028283650055527687
CO,Other discriminatory measures,ESP,2024,0.009217620827257633
CO,Barriers to competition,ESP,2024,0.00909553375095129
CO,Regulatory transparency,ESP,2024,0.05036117322742939
CO,STRI,ESP,2024,0.12056159973144531
PSLEG,Restrictions on foreign entry,ESP,2024,0.1223169956356287
PSLEG,Restrictions to movement of people,ESP,2024,0.05623769760131836
PSLEG,Other discriminatory measures,ESP,2024,0.006092417053878307
PSLEG,Barriers to competition,ESP,2024,0.008248195983469486
PSLEG,Regulatory transparency,ESP,2024,0.019964382983744144
PSLEG,STRI,ESP,2024,0.21285967528820038
PSACC,Restrictions on foreign entry,ESP,2024,0.10445049963891506
PSACC,Restrictions to movement of people,ESP,2024,0.07387223839759827
PSACC,Other discriminatory measures,ESP,2024,0.011353314854204655
PSACC,Barriers to competition,ESP,2024,0.009082651697099209
PSACC,Regulatory transparency,ESP,2024,0.029518618248403072
PSACC,STRI,ESP,2024,0.2282773107290268
PSARC,Restrictions on foreign entry,ESP,2024,0.041580040007829666
PSARC,Restrictions to movement of people,ESP,2024,0.008316008374094963
PSARC,Other discriminatory measures,ESP,2024,0.014091013930737972
PSARC,Barriers to competition,ESP,2024,0.011088010855019093
PSARC,Regulatory transparency,ESP,2024,0.07623007893562317
PSARC,STRI,ESP,2024,0.15130515396595
PSENG,Restrictions on foreign entry,ESP,2024,0.047790803015232086
PSENG,Restrictions to movement of people,ESP,2024,0.012285842560231686
PSENG,Other discriminatory measures,ESP,2024,0.008453561924397945
PSENG,Barriers to competition,ESP,2024,0.007889990694820881
PSENG,Regulatory transparency,ESP,2024,0.047339944168925285
PSENG,STRI,ESP,2024,0.1237601488828659
TC,Restrictions on foreign entry,ESP,2024,0.028802180662751198
TC,Restrictions to movement of people,ESP,2024,0.0
TC,Other discriminatory measures,ESP,2024,0.028101822827011347
TC,Barriers to competition,ESP,2024,0.01910807192325592
TC,Regulatory transparency,ESP,2024,0.014986471273005009
TC,STRI,ESP,2024,0.09099854528903961
DS,Restrictions on foreign entry,ESP,2024,0.06458510441007093
DS,Restrictions to movement of people,ESP,2024,0.002308809824171476
DS,Other discriminatory measures,ESP,2024,0.008229746832512319
DS,Barriers to competition,ESP,2024,0.034059509402140975
DS,Regulatory transparency,ESP,2024,0.01841978105949238
DS,STRI,ESP,2024,0.1276029497385025
ASBRD,Restrictions on foreign entry,ESP,2024,0.13177034631371498
ASBRD,Restrictions to movement of people,ESP,2024,0.0
ASBRD,Other discriminatory measures,ESP,2024,0.009925558231770992
ASBRD,Barriers to competition,ESP,2024,0.01848207414150238
ASBRD,Regulatory transparency,ESP,2024,0.029519978910684586
ASBRD,STRI,ESP,2024,0.18969795107841492
ASMOT,Restrictions on foreign entry,ESP,2024,0.041711543686687946
ASMOT,Restrictions to movement of people,ESP,2024,0.0
ASMOT,Other discriminatory measures,ESP,2024,0.01321844756603241
ASMOT,Barriers to competition,ESP,2024,0.010183099657297134
ASMOT,Regulatory transparency,ESP,2024,0.033486731350421906
ASMOT,STRI,ESP,2024,0.09859982132911682
ASSOU,Restrictions on foreign entry,ESP,2024,0.025277502834796906
ASSOU,Restrictions to movement of people,ESP,2024,0.0
ASSOU,Other discriminatory measures,ESP,2024,0.01758434996008873
ASSOU,Barriers to competition,ESP,2024,0.006594131235033274
ASSOU,Regulatory transparency,ESP,2024,0.027035937644541264
ASSOU,STRI,ESP,2024,0.07649192214012146
FSBNK,Restrictions on foreign entry,ESP,2024,0.04536082595586777
FSBNK,Restrictions to movement of people,ESP,2024,0.0
FSBNK,Other discriminatory measures,ESP,2024,0.004810996353626251
FSBNK,Barriers to competition,ESP,2024,0.0
FSBNK,Regulatory transparency,ESP,2024,0.010996563360095024
FSBNK,STRI,ESP,2024,0.06116838753223419
FSINS,Restrictions on foreign entry,ESP,2024,0.10035787988454103
FSINS,Restrictions to movement of people,ESP,2024,0.005393417086452246
FSINS,Other discriminatory measures,ESP,2024,0.0028983314987272024
FSINS,Barriers to competition,ESP,2024,0.021775290369987488
FSINS,Regulatory transparency,ESP,2024,0.010081153362989426
FSINS,STRI,ESP,2024,0.1405060738325119
TRAIR,Restrictions on foreign entry,ESP,2024,0.23025705013424158
TRAIR,Restrictions to movement of people,ESP,2024,0.0
TRAIR,Other discriminatory measures,ESP,2024,0.009602886624634266
TRAIR,Barriers to competition,ESP,2024,0.10080377897247672
TRAIR,Regulatory transparency,ESP,2024,0.009496777318418026
TRAIR,STRI,ESP,2024,0.35016050934791565
TRMAR,Restrictions on foreign entry,ESP,2024,0.09200652502477169
TRMAR,Restrictions to movement of people,ESP,2024,0.0
TRMAR,Other discriminatory measures,ESP,2024,0.018923329189419746
TRMAR,Barriers to competition,ESP,2024,0.015008156187832355
TRMAR,Regulatory transparency,ESP,2024,0.007177813909947872
TRMAR,STRI,ESP,2024,0.13311582803726196
TRROF,Restrictions on foreign entry,ESP,2024,0.041159721091389656
TRROF,Restrictions to movement of people,ESP,2024,0.006601086817681789
TRROF,Other discriminatory measures,ESP,2024,0.009966347366571426
TRROF,Barriers to competition,ESP,2024,0.038312193006277084
TRROF,Regulatory transparency,ESP,2024,0.06109241396188736
TRROF,STRI,ESP,2024,0.15713176131248474
TRRAI,Restrictions on foreign entry,ESP,2024,0.06707514077425003
TRRAI,Restrictions to movement of people,ESP,2024,0.00677200872451067
TRRAI,Other discriminatory measures,ESP,2024,0.006127055734395981
TRRAI,Barriers to competition,ESP,2024,0.06933247204869986
TRRAI,Regulatory transparency,ESP,2024,0.009674298577010632
TRRAI,STRI,ESP,2024,0.15898096561431885
CR,Restrictions on foreign entry,ESP,2024,0.05892558954656124
CR,Restrictions to movement of people,ESP,2024,0.0
CR,Other discriminatory measures,ESP,2024,0.010639342479407787
CR,Barriers to competition,ESP,2024,0.03601008281111717
CR,Regulatory transparency,ESP,2024,0.014584084041416645
CR,STRI,ESP,2024,0.1201590970158577
LSCAR,Restrictions on foreign entry,ESP,2024,0.03546997904777527
LSCAR,Restrictions to movement of people,ESP,2024,0.0
LSCAR,Other discriminatory measures,ESP,2024,0.01190777774900198
LSCAR,Barriers to competition,ESP,2024,0.013174562714993954
LSCAR,Regulatory transparency,ESP,2024,0.02533569745719433
LSCAR,STRI,ESP,2024,0.08588802069425583
LSSTG,Restrictions on foreign entry,ESP,2024,0.027986347675323486
LSSTG,Restrictions to movement of people,ESP,2024,0.0
LSSTG,Other discriminatory measures,ESP,2024,0.014266211539506912
LSSTG,Barriers to competition,ESP,2024,0.017713310196995735
LSSTG,Regulatory transparency,ESP,2024,0.04525597393512726
LSSTG,STRI,ESP,2024,0.10522184520959854
LSFGT,Restrictions on foreign entry,ESP,2024,0.02909090928733349
LSFGT,Restrictions to movement of people,ESP,2024,0.0
LSFGT,Other discriminatory measures,ESP,2024,0.007272727321833372
